unique.pubchem,unique.drugid,CCLE.drugid,CGP.drugid,GRAY.drugid,GSK.drugid,NCI.drugid
6712564,,,,,,andrastin a
6712587,,,,,,kikubasaponin
6712588,,,,,,methyl protoneogracillin
6712606,,,,,,17-hydroxyjolkinolide a
6712607,,,,,,17-hydroxyjolkinolide b
6712609,,,,,,4'-phenylthio-avarone
6712610,,,,,,4'-isobutylthio-avarone
6712611,,,,,,"3',4'-ethylendithio-avarone"
6712615,,,,,,tacacoside a2
6712616,,,,,,tacacoside b1
6712640,,,,,,c35h43n5o
6712642,,,,,,isostrychnopentamine a
6712744,,,,,,7-Tert-butyldimethylsilyl-10-hydroxycamptothecin
67192,,,,,,"1,4-diaminoanthraquinone-2,3-dicarboximide"
67241,,,,,,celcot rn
67275,,,,,,phtazol c
67277,,,,,,celcot rm
67354,,,,,,Laurolinium Acetate
6741,,,,,,Methylprednisolone
6758,,,,,,Rotenone
67686,,,,,,mecal
68060,,,,,,melicopidine
68079,,,,,,isopimpinellin
68083,,,,,,psoralen quinone
68262,,,,,,56336
68486,,,,,,suberosin
68553,,,,,,Micozole Nitrate
68589,,,,,,Ecozole Nitrate
6861563,,,,,,mibt
68634,,,,,,peromide
68684,,,,,,clanfenur (inn)
6870,,,,,,thiolutin
68740,,,,,,Zoledrote
68791,,,,,,Imexon
68837,,,,,,Medorubicin
688827,,,,,,"3',4',5'-trimethoxy-3-hydroxy flavone"
689043,,,,,,caffeic acid
69064,,,,,,"1-phthalenol, 4-nitroso- (9ci)"
6916127,,,,,,Doxorubicin
6918638,,,,,,Belinostat
693996,,,,,,5-nitro-n-((pyridin-3-yl)methyl)furan-2-carboxamide
69462,,,,,,resorufin
69497,,,,,,phenyl p-tolyl sulfone
6967,,,,,,usaf sn-31
69845,,,,,,4-aminopiazthiole
70068,,,,,,perfluorobenzophenone
701011,,,,,,wln: gr dmyus&mvr
70397,,,,,,fixierer p
70848,,,,,,tripyridyl
71045,,,,,,michler's thione
71060,,,,,,phthol as-bi
71203,,,,,,(-)-eburmonine
71218,,,,,,Axirone
7132,,,,,,isothan
71384,,,,,,Dexrazoxane
7141,,,,,,p-oxinozon
714712,,,,,,3-(diallylaminomethyl)-indole
71750,,,,,,Batracylin
7215,,,,,,Sulfiram
72199,,,,,,"n1-(4-hydroxy-1,2-butadien-1-yl)-cytosine (cytallene)"
72271,,,,,,7-Hydroxystaurosporine
72303,,,,,,honokiol
72311,,,,,,Chelerythrine
72321,,,,,,coptisine chloride
72341,,,,,,marckine
72344,,,,,,nobiletin
72350,,,,,,berberine iodide
72385,,,,,,nonoxynol-9
72402,,,,,,Aminocamptothecin
72403,,,,,,"10,11-methylenedioxycamptothecin"
72435,,,,,,Picropodophyllin
72462,,,,,,Chloroquinoxaline Sulfomide
72512,,,,,,methoxyelliptione
72519,,,,,,noctin
72564,,,,,,"1,3-benzodioxole, 5-methoxy-6-[1-(4-methoxyphenyl)ethyl]-"
72571,,,,,,redoxal
72654,,,,,,coumarin 337
72724,,,,,,helenin
72725,,,,,,questiomycin a
72742,,,,,,dermocylin
727420,,,,,,meterocycle
72791,,,,,,5-methylphenthroline
72810,,,,,,"1,10-phenthroline-5,6-dione"
72812,,,,,,"4,7-diphenyl-1,10-phenthroline"
72813,,,,,,wln: t6nnvj br& dg eg
72818,,,,,,coumarin 355
72828,,,,,,Cyclopentenyl Cytosine
72908,,,,,,"4-amino-1,2-phthoquinone"
73024,,,,,,methylene violet
73071,,,,,,skyrin
73200,,,,,,(3r)-astragaluquinone
73240,,,,,,cc-1065
7329,,,,,,Fenticlor
73292,,,,,,fascaplysine
73307,,,,,,jacaranone
73419,,,,,,solanocapsin
73465,,,,,,pintifidin
73492,,,,,,isoharringtonine
73516,,,,,,bindschedler's green
73549,,,,,,tryptanthrin
73589,,,,,,sellowin a
73603,,,,,,neotenone
73621,,,,,,"withanolide e, 4-b-hydroxy-"
73627,,,,,,"colchine, 2-demethyl, n-trifluoro acetyl"
736782,,,,,,4-pyridineacrylic acid
73679,,,,,,"aspergillic acid, hydroxy"
737187,,,,,,"1,2-dimethoxy-4-(2-nitropropenyl)benzene"
74257,,,,,,bis[(3-pyridyl)methyl]amine
74424,,,,,,"phthalene, 1,5-bis(chloromethyl)-"
75160,,,,,,phthol as-d
75281,,,,,,"2,6-dichloro-7-methylpurine"
75420,,,,,,pyrazoloadenine
75442,,,,,,safranin bluish
75889,,,,,,methylene green (van)
75895,,,,,,ae 200
76123,,,,,,janus green v
763768,,,,,,"benzamide, 4-nitro-n-[(phenylamino)thioxomethyl]- (9ci)"
7648,,,,,,accel r
76767,,,,,,"2,4,6-tribromophenylallyl ether"
76801,,,,,,"mercury, phenyl(tribromomethyl)-"
77258,,,,,,tptz (iron reagent)
77265,,,,,,eulan nk
77356,,,,,,n-decylaminoethanethiosulfuric acid
775540,,,,,,1-(3-chlorobenzyl)-1h-indole-3-carbaldehyde
78277,,,,,,arsenobenzene
79411,,,,,,vancide 26
79775,,,,,,"1,4-diacetoxyphthalene"
80247,,,,,,"1,2-ethanediphosphonic acid"
80530,,,,,,"2,5-bis(chloromethyl)-p-xylene"
80733,,,,,,vinon black bb
80771,,,,,,"5,7-dichloroisatin"
809566,,,,,,[(2-phenyl-1h-indol-3-yl)methylene]malononitrile
81308,,,,,,"indoline, 5-chloro-1,3,3-trimethyl-2-methylene- (8ci)"
81403,,,,,,wln: t66 bnj g1r& jq
81758,,,,,,"diethyl 2,5-dimethoxybenzylidene-malote"
8269,,,,,,Acetalax
83259,,,,,,"1,4-phthalenedione, 2,3-diphenyl-"
8369,,,,,,vetol
84046,,,,,,Pingyangmycin
84053,,,,,,tmca
84078,,,,,,17-ethoxy-10-thiocolchicine
840827,,,,,,Inosine dialdehyde
8433,,,,,,dibenzoylmethane
84671,,,,,,methyl green
8478,,,,,,Benzethonium Chloride
8515,,,,,,pyrazolanthrone
85797,,,,,,"3,4-dibromosulfolane"
85798,,,,,,"propiomide, 2,3-dibromo-"
8589,,,,,,toness
8646,,,,,,8-Azaguanine
8660,,,,,,(o-carboxyphenylthio)acetic acid
87112,,,,,,"4h-1-benzopyran-3-carboxaldehyde, 4-oxo-"
8718,,,,,,phlorone
87517,,,,,,phthol as-e phosphate
87840,,,,,,acrophylline
88356,,,,,,terephthalodihydroxamic acid
892,,,,,,Inositol
89341,,,,,,3-piperidino-2-phenylpropiophenone
89765,,,,,,"benzonitrile, 2-amino-3,5-dinitro- (9ci)"
90454,,,,,,cinchonine
91437,,,,,,terreic acid
91467,,,,,,resactin a
91491,,,,,,diethyldichlorotin
91516,,,,,,ethyl phenylpropiolate
91518,,,,,,Anguidine
92114,,,,,,tylophorin
92122,,,,,,peltatin b
92129,,,,,,peltatin a
92206,,,,,,violet bnp
92368,,,,,,trimethyl tmm
92390,,,,,,"1h-imidazole-1-acetamide, n,n-bis(2-hydroxyethyl)-2-nitro-"
92765,,,,,,cryptopleurine
9283,,,,,,tptz
9285,,,,,,pms (van)
93562,,,,,,dichlorodipropyltin
936,,,,,,nicota
941650,,,,,,Thiothixene
94304,,,,,,mansonone f
9444,,,,,,Azacitidine
94797,,,,,,"2,5-bis(ethylamino)hydroquinone"
94834,,,,,,(1r)-camphoric anhydride
94860,,,,,,"9,10-phenthrenedione, 2-nitro- (9ci)"
94880,,,,,,2-aminophthiazole
94902,,,,,,6-hydrazinopurine
94975,,,,,,benzoylleukomethylene blue
9500,,,,,,6-Aminonicotimide
95122,,,,,,fda 0283
95263,,,,,,6-benzylthioinosine
95318,,,,,,tryptazan
9552058,,,,,,ptsm
9554745,,,,,,"2-formylpyridine, diethylthiosemicarbazone"
9555761,,,,,,"picolildehyde, 5-(dimethylamino)-, thiosemicarbazone"
9556427,,,,,,4-appt
9561248,,,,,,o-phenethylnicotildoxime
9567684,,,,,,mannich bases
9568687,,,,,,1-[[5-(p-fluorophenyl)-2-furanyl]methyleneamino]hydantoin
9569341,,,,,,"2-pyridinecarboxaldehyde, (4-methyl-2-quinolinyl)hydrazone"
9570560,,,,,,Rubidazone
9571,,,,,,merophan
9571200,,,,,,Gloxazone
95715,,,,,,chinon
9571783,,,,,,antineoplastic-651782
9571836,,,,,,Triapine
9571964,,,,,,17-(o-(2-pyrrolidinoethyl)]oximino-5-androsten-3.beta.-ol
9572050,,,,,,"ethanone, 1-(3-isoquinolinyl)-, (2-benzoxazolyl)hydrazone"
9572051,,,,,,"ethanone, 1-(2-pyrimidinyl)-, (2-benzoxazolyl)hydrazone"
95723,,,,,,3-ethylcholanthrene
9572386,,,,,,"4h-1-benzopyran-4-one,6-[[(ethoxy)imino]methyl]-2-phenyl-"
9572501,,,,,,"1-phezinecarboxylic acid, (phenylmethylene)hydrazide"
9572719,,,,,,mannich bases
95735,,,,,,tetraethyleniminobenzoquinone
9573583,,,,,,actinomycin x4357g methoxime
96111,,,,,,8-hydroxy-5-iodoquinoline
96185,,,,,,"thiocyanic acid, 1h-purin-6-yl ester (9ci)"
96324,,,,,,"2-methylthio-1,4-phthoquinone"
96355,,,,,,phosphoramide mustard cyclohexylamine salt
96378,,,,,,"(1,3,2-dithiarsolan-2-ylthio)acetic acid"
96530,,,,,,wln: t56 bn dn fn hnj d4 is1
96539,,,,,,gardenin b
96570,,,,,,"1,3-butanedione, 1-benzo[b]thien-3-yl-4,4,4-trifluoro-"
96625,,,,,,wln: t56 a bn entj a- dt6nj
96672,,,,,,wln: t6n dotj a1r bq cq d1- at6n dotj
96917,,,,,,3-isothiazolone
969516,,,,,,Curcumin
97142,,,,,,"3-hydroxy-3',4',5,7-tetramethoxyflavone"
97226,,,,,,Camptothecin Derivative
97283,,,,,,Methoxycamptothecin
97458,,,,,,s-hexadecyl methanethiosulfote
97461,,,,,,s-decyl p-toluenethiosulfote
97616,,,,,,Terameprocol
97676,,,,,,"methanediamine, n,n'-bis(1,3,4-thiadiazol-2-yl)-"
97694,,,,,,"isonicotinonitrile, 2,3,5-trichloro-6-(methylsulfonyl)-"
97887,,,,,,"1-aziridinecarboxamide, n,n'-hexamethylenebis(2-methyl-"
98033,,,,,,hedamycin
98074,,,,,,epoxypiperazine
9821849,,,,,,Abiraterone
98264,,,,,,Camptothecin Derivative
9831636,,,,,,jaspamide
9832825,,,,,,Vincristine
98351,,,,,,"urea, 1-(2-chloroethyl)-1-nitroso-3-(thiochroman-4-yl)-"
98409,,,,,,"(1'.beta.)-6,6'-dimethoxy-2,2'-dimethylberbaman-7,12-diol"
9849230,,,,,,leimycin
98569,,,,,,n-methylpavin
98652,,,,,,wr 158122
9866928,,,,,,"2,3-dihydro-3(r)-[4'hydroxyphenylsulfinyl]brefeldin a"
9877265,,,,,,Docetaxel
9878,,,,,,Fluorometholone
98818,,,,,,dijodbenzotef
9882204,,,,,,"3,3'-di(5,5'-difluoroindolyl)methane"
9891477,,,,,,janus black
9893161,,,,,,"16,17-tetra-dehydro-14,15-dihydro-spiroiridal"
9898671,,,,,,kahalide f
9900551,,,,,,cps42
9905583,,,,,,cps49
9907093,,,,,TGX.221.,
99090,,,,,,"methylundecylpiperidine, trans"
9912089,,,,,,Formoterol Fumarate
99188,,,,,,tetrangulol
99298,,,,,,isodiospyrin
9933393,,,,,,cps45
99342,,,,,,"quinoline, 6,6'-methylenebis[1,2-dihydro-2,2,4-trimethyl]-"
9941647,,,,,,mepartricin (usan)
9944370,,,,,,"3,3'-di(5,5'-dimethoxyindolyl)methane"
9955951,,,,,,pitavastatin calcium
9958995,,,,,,cddo-im
9962911,,,,,,Vinblastine
99670,,,,,,"n,n'-bis(3-methoxy-9-acridinyl)-1,8-octanediamine"
9969021,,,,,,BML-277
99724,,,,,,.alpha.-chloro-n-(p-methoxyphenyl)succinimide
9976935,,,,,,eunicin-cyclobilactone
99773,,,,,,"4-thiazolidinone, 3-(1-phenylethyl)-2-thioxo-"
9983251,,,,,,mmp-9/mmp-13 inhibitor l calbiochem cat. no. 444252
99926,,,,,,dalbergione
9995010,,,,,,"6-(bromomethyl)-1,4-anthracenedione."
99967,,,,,,grosheimin
